source_document,page_or_section,shunt_type,ligation_strategy,clinical_notes,instruction_snippet
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 94,2,,,"3. If only the reflux situation depicted on the right image 
was present, it would be an isolated epigastric reflux or 
para-ostial reflux, Stücker type 2
4  Duplex Ultrasound of Superficial Leg Veins"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 95,3,,,"88
Fig. 4.12  Examination of the competence of the terminal 
valve using PW: the competence or incompetence of the 
terminal valve is assessed with PW inside the femoral 
vein at the ostium level; the"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 95,Unknown,,,"4.5.2	
Flow and Reflux 
in the Saphenous Vein 
and Tributaries
In combination with the B-mode examination, 
the flow in the examined segments will be mea-
sured. Although this is easier to do in colo"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 96,Unknown,,antegrade flow from GSV,"89
a
b
c
Fig. 4.14  (a) Longitudinal 
representation of the 
sapheno-femoral junction 
with terminal and 
preterminal valve. (b) 
Muscular systole in 
colour-coded duplex with 
antegrade flow from GSV"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 96,Unknown,,,"into CFV. (c) Muscular 
diastole with retrograde flow 
from CFV into the GSV 
through an incompetent 
terminal valve. (d) 
Measurement in PW mode 
in longitudinal section at the 
level of the terminal"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 98,Unknown,,"reflux, GSV | reflux feeding the GSV","•	 Perforating veins feeding the GSV directly at 
the mid-thigh or from paratibial perforating 
veins below the knee
After examining the sapheno-femoral junc-
tion, the probe will be held transversall"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 99,Unknown,,,"92
If there is more reflux in the
GSV than the SFJ / AASV a
refluxive tributary is likely.   
Similar reflux volume and duration at the
SFJ and GSV / AASV  
. 
Is the GSV refluxiv ebelow the TV?  
Is "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 99,Unknown,,,"• Always use Valsalva!
Does the reflux volume and duration at
the SFJ correspond to the flow lower
down the GSV/ AASV in PW duplex?
SFJ
GSV/ AASV
SFJ
GSV/ AASV
no
yes
no
yes
no
yes
Pathological tribut"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 101,Unknown,,,"plastic rudiment is present on histology, but not visible by 
ultrasound. The main continuing tributary takes over the 
blood flow of the GSV as a superficial natural bypass 
(Course of GSV at the thi"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 102,Unknown,,epicted in blue; the direction of the flow from the GSV,"the shape of the GSV and the emerging tributary is 
depicted in blue; the direction of the flow from the GSV to 
the tributary is shown with a yellow arrow. During systole 
(not shown), the flow in th"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 102,Unknown,,epresentation in another patient. Proximal GSV,"valve, the GSV is competent. (c) Same patient than in (b) 
in muscular diastole in colour-coded duplex. The reflux 
from the proximal GSV fills the tributary. (d) Longitudinal 
representation in anoth"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 102,Unknown,,,"vein—perforating vein or tributary—with more 
than approximately 2 mm diameter must be ana-
lysed with duplex in PW mode (see Fig. 4.21). 
Keep in mind, that there are possibly more than 
one reflux s"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 103,Unknown,,,"4.5.2.2	 Refluxive Segments
The most common configuration is that the GSV 
has one segment of reflux, fed by the SFJ and is 
drained via one or more tributaries or one or more 
perforating veins or b"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 103,Unknown,,,"4.5.2.3	 Drainage Pathways
Identification of the drainage pathways is crucial 
if saphenous vein sparing surgery is performed. 
In the GSV the drainage of the reflux is only pos-
sible via one or mor"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 103,Unknown,,ep veins GSV | refluxing tributary. The segment of the GSV,"4.6.1	
Anatomy
The SSV runs from the lateral malleolus at the 
back of the calf, usually ending at the knee level. 
In 60% of cases, it has a thigh extension, which 
often meets the posterior accesso"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 104,Unknown,,,"97
Fig. 4.25a, d, e). In addition, it may give a con-
necting vein into a muscle vein before draining 
into the deep vein (see Fig. 4.25b).
Prior to any treatment decision, it is crucial to 
identify,"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 104,Unknown,,,"4.6.2	
Flow and Reflux in the Small 
Saphenous Vein
The small saphenous vein has to be examined 
from the popliteal fossa to the ankle in cross-­
section with close attention to flow, calibre 
change"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 104,Unknown,,Reflux in the SSV,"•	 Refluxing perforating vein (see Fig. 4.31)
Reflux in the SSV may be systolic, diastolic or 
both. A systolic reflux at the sapheno-popliteal 
junction is a sign of an antegrade thigh drainage 
obst"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 104,Unknown,,,"4.7	
Perforating Veins
Perforating veins usually drain blood from super-
ficial veins to the deep venous system during 
diastole. This flow is with the orientation of the 
venous valves which face in"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 104,Unknown,,,"4.7.1	
Anatomy
There are lots of perforating veins in the leg. 
Some of them concentrate along the GSV, others 
along the SSV and some independent veins can 
be also important for venous pathology. T"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 105,Unknown,,refluxing SSV,"98
Fig. 4.26  Longitudinal scan through the popliteal 
fossa showing a very enlarged and refluxing SSV 
draining into the popliteal vein (PV). A small 
Giacomini vein (*) drains into the SSV (treatmen"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 106,Unknown,,,"(**). The aneurysm has partially thrombosed. The arrow indicates the direction of flow of the refluxing blood. SPJ 
sapheno-­popliteal junction (treatment: see Fig. 6.22b). With permission by [5]
Femu"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 106,Unknown,,,"popliteal fossa with a 
SSV passing through the 
fossa without connection 
to the deep vein. Usually 
in this configuration, 
there is no reflux in the 
SSV
4  Duplex Ultrasound of Superficial Leg Vei"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 107,Unknown,,,"4.7.2	
Flow in Perforating Veins
Dilated perforating veins have been thought to be 
pathologic in the sense of them being “responsi-
ble for varicose veins” for a long time. It was the 
ultrasound th"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 107,Unknown,,,"3.2 and Sect. 3.5.3 and Figs. 4.33 and 4.34).
Usually those perforating veins, which exhibit 
reflux in diastole, are the reflux source of a vari-
cose vein. They are mostly found at the thigh and 
ve"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 108,Unknown,,reflux in GSV,"•	 Blue flow will be present:
–– If they drain into the GSV with normal 
physiologic blood flow less than 1  s in 
diastole
–– If they fill the GSV with reflux excessive 
blood flow lasting longer tha"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 108,Unknown,,refluxing the proximal part of the SSV,"•	 Red flow will be present if the tributary is filled 
with reflux from the saphenous vein being 
dilated by the volume overload (Fig. 4.21)
The special flow behaviour of the AASV and 
PASV has been "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 109,Unknown,,,"102
applied: First, the probe is placed at the upper end 
of the vein to be examined. Next, the subject is 
told to raise and lower his toes (Wunstorf 
manoeuvre). In this way reflux can be confirmed "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 109,Unknown,,,"4.9	
Deep Veins
Blood flow in the deep veins should be directed 
to the heart, just like in the superficial veins dur-
ing systole with a short retrograde flow until the 
valves close. This should be"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 110,Unknown,,epresentation of the GSV,"103
a
b
Fig. 4.33  Perforating vein as a reflux source: (a) 
Longitudinal representation of the GSV at the inner thigh. 
The proximal GSV (to the left of the image) is competent; 
the distal GSV (at t"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 110,Unknown,,,"colour the perforating vein and the distal GSV are shown 
to be refluxing (red) in diastole. On the bottom, the PW 
measurement in the perforating vein is added. Note that 
during systole the flow is "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 110,Unknown,,,"diastole a reflux is seen outwards and then downwards. 
(b) Refluxive perforating vein at the calf: the cross-sec-
tion at the medial calf shows a paratibial perforating vein 
with antegrade (inward) "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 111,Unknown,,,"104
a
c
e
d
b
Fig. 4.34  Perforator as part of a bypass for the deep 
venous system after thrombosis (open vicarious or bypass 
shunt). (a) Longitudinal image or the proximal inner part 
of the calf w"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 111,Unknown,,,"with antegrade flow. This is required to transport the 
additional blood entering the GSV from the perforating 
vein as part of a deep venous bypass. (b) Cross-section of 
the proximal calf of the sam"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 111,Unknown,,,"systole and diastole. In both phases, incompetent flow is 
observed from deep vein to superficial, filling the proxi-
mal GSV (same patient as a and b). (d) Draining perfo-
rating veins. Non-­terminal"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 112,Unknown,,,"105
mon femoral vein is examined together with the 
SFJ. It can be seen in cross-section and in lon-
gitudinal view. In the popliteal fossa, the popli-
teal vein structure and flow pattern is best see"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 112,Unknown,,,"in longitudinal view. However, a cross-section 
is best to rule out a thrombosis (see Fig. 4.37). 
In order for reflux to arise from the deep vein 
into a superficial vein, the reflux must start in 
t"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 112,Unknown,,,"interpretation, that also the deep vein has also 
reflux (see Fig. 4.38) [14, 15]. Thrombosis or 
post-thrombotic changes are visualised as 
hyperechoic structures inside the vein (see 
Fig. 4.39).
US"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 113,Unknown,,,"Fig. 4.38  Flow in the deep vein (CFV) above and below 
the sapheno-femoral junction in a patient with terminal 
valve incompetence (Compare Fig. 4.13). In the CFV the 
flow curve shows a reflux in di"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 113,Unknown,,ep vein draining pathologically into the GSV,"the deep vein draining pathologically into the GSV when 
there is superficial vein incompetence. After treating the 
superficial vein incompetence, the reflux in the deep vein 
will stop, because ther"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 113,Unknown,,,"go. Distal to the junction, the flow is normal in the deep 
vein. With permission by [18]
E. Mendoza and E. Menegatti"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 114,Unknown,,,"•	 Start in the right groin with in B-mode, colour 
and PW flow:
–– The common femoral vein (also with 
compression)
–– The artery
–– Sapheno-femoral junction with all its 
branches
a
Fig. 4.39  (a) C"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 115,Unknown,,,"•	 Follow the GSV down to the ankle, 
measuring:
–– The diameter at the proximal thigh
–– Blood flow at proximal thigh
–– The site of any calibre changes
–– Exploring flow in visible tributaries and 
"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 115,Unknown,,,"•	 Follow the SSV down to the ankle, measuring:
–– The diameter and blood flow below the 
knee
–– The site of any calibre changes
–– Flow in visible tributaries and perforating 
veins"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 116,Unknown,,,"•	 If so, is it a muscle perforating vein (connec-
tion between deep vein, muscle vein via per-
forating vein to a superficial vein), and is 
there a posttraumatic cause in the case of 
dilation?"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 116,Unknown,,,"•	 Is the perforating vein incompetent and which 
is the reflux source?"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 116,Unknown,,,"•	 Is the reflux in the perforating vein systolic 
(bypassing shunt) or diastolic (filling varicose 
veins)?"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 116,Unknown,,,"4.11	
Investigation After 
Treatment of Veins
Duplex ultrasound not only provides an evalua-
tion of the patient prior to intervention but also a 
follow-up after the treatment. This is important to "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 116,Unknown,,,"4.11.1	 Flow Patterns After CHIVA
In case of CHIVA 2 after surgery there are two 
possibilities:"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 116,Unknown,,,"•	 Same or less reflux in saphenous vein with 
drainage either through a perforating vein or a 
new tributary
When the reflux point has been interrupted, a 
distinction must be made between incompeten"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 117,Unknown,,,"110
After interruption of a perforating vein: If 
the perforating vein was the only reflux source, 
after its interruption the expected flow in the GSV 
or SSV will be antegrade in its whole length.
A"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 117,Unknown,,,"6.14.3 and Fig. 4.40). This blood flow originates 
from the physiologic blood flow from the tribu-
taries. When the proximal exit point of the saphe-
nous vein is closed, this tributary blood has to 
"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 117,Unknown,,reflux in GSV | reflux in the GSV,"4.11.2	 Flow Patterns in GSV After 
ASVAL
After the mini-phlebectomy of the varicose reser-
voir, the reflux in the great saphenous vein will 
automatically be lesser or even abolished. 
Depending on"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 117,Unknown,,,"6.17b)
Incompetent terminal and preterminal valve and 
draining perforating vein on GSV
The GSV will have little reflux draining through the perforating 
vein on the GSV. This situation can remain sta"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 118,2,,antegrade flowing GSV,"4.11.3	 Flow Patterns After 
Extraluminal Valvuloplasty
After the extraluminal valvuloplasty, the GSV is 
expected to be competent (see Chap. 13). The 
refluxing tributaries, if left in situ, will no"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 118,Unknown,,reflux in the GSV,"•	 Reduced reflux in the GSV through a smaller 
SFJ"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 118,2,"CHIVA 2, a recurrence can 
arise at the site of the interruption if a non-flush 
ligation of the tri",,"4.11.4	 Analysing Technical Errors
Technical errors refer to the operating technique. 
There are lots of possible errors if a crossotomy 
is not performed correctly, like the errors also 
known from "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 118,Unknown,,,"4.11.5	 Analysing Tactical Errors
A tactical error occurs when the preoperative 
flow pattern is not properly analysed. This can 
happen in every strategy, but in CHIVA it will be 
noticed immediatel"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 119,Unknown,,,"112
would lead to reflux persistence due to tactical 
error in 30% of all treated patients!
Another tactical error is to close an open 
bypassing shunt. This will induce recurrences at 
the site of th"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 119,2,"CHIVA 2: Interruption 
of a tributary",reflux in GSV,"4.11.6	 Assessment After 
Endoluminal Treatment 
of the Junction
After endoluminal closure of the GSV or the SSV 
in the context of CHIVA, the first follow-up 
should be at 1 week to rule out a deep "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 120,Unknown,,,"113
In cross-section, the deep vein at the level of 
the SFJ is visualised and a compression ultra-
sound performed to make sure in the deep vein 
there is no thrombus. The SFJ is examined look-
ing f"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 120,Unknown,,,"•	 Compression ultrasound of the deep veins at 
least at the common femoral vein and popli-
teal vein site, as well as a flow curve inside 
these veins prior to therapy. This is important 
to make sur"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 120,Unknown,,,"•	 A flow curve inside the pathological vein 
segments in PW mode to demonstrate the 
fact that there was a reflux prior to 
intervention.
The description might be with a drawing or as 
a text (see Se"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 121,Unknown,,,"11.	Jeanneret C, Labs KH, Aschwanden M, Bollinger 
A, et  al. Physiological reflux and venous diameter 
change in the proximal lower limb veins during a stan-
dardised Valsalva manoeuvre. Eur J Vasc E"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 121,Unknown,,,"12.	Lattimer CR, Azzam M, Kalodiki E, Geroulakos 
G.  Quantifying saphenous recirculation in patients 
with primary lower extremity venous reflux. J Vasc 
Surg Venous Lymphat Disord. 2016;4(2):179–86."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 121,Unknown,,,"13.	Franceschi 
C. 
Mésures 
et 
interprétation 
des 
flux veineux lors des manœvres de stimulation. 
Compressions manuelles et manœvre de Paraná 
Indice dynamique de reflux IDR et indice de Psatakis."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 121,Unknown,,,"14.	Mendoza E. Diameter reduction of the great saphe-
nous vein and the common femoral vein after CHIVA 
long-term results. Phlebologie. 2013;42:65–9."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 121,Unknown,,,"15.	Mendoza E.  Popliteal reflux in incompetent small 
saphenous veins. Phlebologie. 2013;42:37–41."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 121,Unknown,,,"17.	Lattimer CR, Azzam M, Kalodiki E, Geroulakos 
G. Venous filling time using air-plethysmography cor-
relates highly with great saphenous vein reflux time 
using duplex. Phlebology. 2014;29(2):90–7."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 121,Unknown,,,"20.	Stücker M, Moritz R, Altmeyer P, Reich-Schupke 
S.  New concept: different types of insufficiency of 
the saphenofemoral junction identified by duplex as 
a chance for a more differentiated therap"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 121,Unknown,,,"23.	Mendoza E, Amsler F.  CHIVA with endoluminal 
procedures: LASER versus VNUS—treatment of the 
saphenofemoral junction. Phlebologie. 2017;46:5–12."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 122,Unknown,,,"5.2	
Pathological Scenario: Iliac 
and Pelvic Venous Drainage 
Impairment
Chronic venous disease and venous thrombosis 
have been reported more frequently on the left 
lower limb rather than on the r"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 123,Unknown,,,"116
fundamental. Typical presentation includes 
recurrent deep venous thrombosis, lower limb 
swelling and pain, ulceration, venous claudica-
tion, and chronic venous disease.
Less frequently this con"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 123,Unknown,,,"5.3	
Second-Level Imaging
In pelvic congestion syndrome, a detailed sono-
graphic analysis must include the assessment of 
the escape points from the pelvic region (see 
Chap. 8), together with an ev"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 124,Unknown,,,"5.4	
Third-Level Imaging
The introduction of intravascular ultrasound 
(IVUS) technique has supported previous finding 
in demonstrating that the diagnostic sensitivity of 
venography for non-thrombo"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 124,Unknown,,,"5.5	
Second-Level Consultation
Modern phlebology represents a fascinating and 
wide medical science, involving skills and exper-
tise far above the simple assessment of lower 
limb venous drainage. V"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 125,Unknown,,,"12.	Gaweesh AS, Kayed MH, Gaweesh TY, et al. Underlying 
deep venous abnormalities in patients with unilateral 
chronic venous disease. Phlebology. 2013;28:426–31."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 125,Unknown,,,"22.	Liu Z, Gao N, Shen L, Yang J, Zhu Y, Li Z, Si 
Y.  Endovascular treatment for symptomatic iliac vein 
compression syndrome: a prospective consecutive series 
of 48 patients. Ann Vasc Surg. 2014;28"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 127,Unknown,,,"121
© Springer International Publishing AG, part of Springer Nature 2018 
P. Zamboni et al. (eds.), Saphenous Vein-Sparing Strategies in Chronic Venous Disease, 
https://doi.org/10.1007/978-3-319-7063"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 127,Unknown,,,"6.1	
Evidence-Based Rationale 
of the Strategy
Varicose veins are still of unknown reason. Though 
there has been progress in understanding through 
applied physics and anatomy since the Doppler 
and"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 127,Unknown,,,"6.2	
Instructions for Readers
Persons confronted with CHIVA for the first time 
often argue that it is too much of information to 
learn the shunt types and then to learn how to 
treat them. Trying t"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 128,3,,,"CHIVA (Sect. 6.3). Then, the different approaches 
to the most frequent shunt types are first analysed 
“in general” (Sect. 6.4).
Adapting to the usual treatment thinking, 
which is anatomy-oriented, "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 128,Unknown,,N1 → N2 = deep,"•	 N1 → N2 = deep vein to saphenous vein at the 
junction (see Sects. 6.5 and 6.7)"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 128,Unknown,,N2 or N3 = pelvic reflux,"•	 P → N2 or N3 = pelvic reflux into saphenous 
vein or tributary (see Sect. 6.6)"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 128,Unknown,,N1 → N2 = deep,"•	 N1 → N2 = deep vein to the saphenous vein 
via a perforating vein (see Sect. 6.9)"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 128,Unknown,,N1 → N3 = deep,"•	 N1 → N3 = deep vein into a tributary via a 
perforating vein (see Sect. 6.9)"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 128,Unknown,,,"•	 N2 → N3 = saphenous vein into a tributary 
(see Sect. 6.10)
Please note that re-entry pathways are consid-
ered when designing the strategy for the patient 
but are never treated!
Finally, the acqu"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 128,2,,,"CHIVA. There had previously been difficulties in 
comprehension, because of the differing mean-
ings of a given word in different languages. The 
definitions given below are a basic assumption 
for in"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 128,Unknown,,,"6.3.2	
Anatomical Concepts
The muscle fascia covers the muscles. The saphe-
nous fascia covers the saphenous veins and 
together with the muscle fascia forms the saphe-
nous compartment. The saphenou"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 128,Unknown,,,"CHIVA method, veins are divided into four 
groups according to their position relative to 
these fasciae, originally with the abbreviation R 
for “réseau” from French and in English with the 
abbrevia"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 129,Unknown,,,"123
N2 Network: All the veins which lie directly on 
the muscle fascia and below the membranous 
layer or saphenous fascia, like interfascial 
veins (saphenous veins, Giacomini vein, prox-
imal segmen"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 129,Unknown,,,"6.3.3	
Haemodynamic Concepts
The blood flow in a vein is defined by:"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 129,Unknown,,,"4.	 Pressure
The first two aspects are most important for 
the purposes of learning about the CHIVA 
strategy."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 129,Unknown,,,"6.3.3.1	 Direction of Flow
Anterograde or antegrade flow moves in a physi-
ological direction and follows the rule: “big” N to 
“small” N, superficial to deep:"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 129,Unknown,,,"•	 N3 − N2 − N1  tributary drains to saphenous 
vein to deep vein via junc-
tion or perforating vein"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 129,Unknown,,,"•	 N3 − N1	
tributary drains to deep vein 
via perforating vein"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 129,Unknown,,N2 − N1  saphenous vein drains to deep,"•	 N2 − N1  saphenous vein drains to deep vein 
via junction or perforating vein
Retrograde flow moves in a pathological or 
“reverse” direction."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 129,Unknown,,,"6.3.3.2	 The Source of Its Contents
The usual source of the content of a vein is from 
superficial veins to deep veins in case of ante-
grade flow (see Sect. 6.3.3.1).
The reflux source is the point "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 129,Unknown,,N1 → N2      from deep,"•	 N1 → N2      from deep vein into saphe-
nous vein via the junction or 
a perforating vein"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 129,Unknown,,,"•	 N2 → N3/N4	
from a saphenous vein into a 
tributary"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 129,Unknown,,N1 → N3      from the deep,"•	 N1 → N3      from the deep vein via a per-
forating vein into a tributary"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 129,Unknown,,N2 − N1      from a reflux,"•	 N2 − N1      from a refluxing saphenous 
vein via a perforating vein to 
the deep vein"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 129,Unknown,,N3 − N2      from a reflux,"•	 N3 − N2      from a refluxing tributary into 
a saphenous vein"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 129,Unknown,,,"•	 N3/N4 − N1	
from a refluxing tributary via 
a perforating vein into the 
deep vein
Note: retrograde is not the same as 
towards the foot. For example, in the upper 
veins of the confluence of supe"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 130,Unknown,,,"124
The re-entry point is very often a perforating 
vein.
The draining vessel, for example, the perforat-
ing vein, which is primarily healthy, is thus per-
manently overloaded by the additional blood"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 130,Unknown,,,"6.3.3.4	 Shunts
A shunt is a short circuit or diversion from one 
vascular region to another, consisting of a reflux 
source and a re-entry point (see Sects."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 130,Unknown,,,"3.7–3.9).
A shunt may be open or closed, depending on 
whether or not the reflux returns to its original 
starting point.
Closed shunt: The blood returns to its starting 
point, overloading the venous"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 130,Unknown,,epending N3 | refluxing N2 | N2 (GSV) and dep | N2 − N3) and at branching points of reflux,"1.	 Dividing the hydrostatic pressure column
Interrupting the reflux source is dividing 
the pressure column between the next superior 
deep vein valve and the re-entry point of the 
recirculation. No"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 130,Unknown,,,"2.	 Interrupting the recirculations
The main object of the CHIVA strategy is 
to avoid recirculation circuits by means of 
ligations and interruptions, so as to remove 
the patho-haemodynamic cause of"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 130,Unknown,,ep system (N1 | N3) into the deep,"3.	 Maintaining re-entry points
Re-entry points allow the blood to drain 
from the veins of the superficial networks (N2 
and N3) into the deep system (N1) and there-
fore must not be ligated."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 130,Unknown,,,"4.	 Eliminating non-draining N3 networks
Large tributaries usually have muscle cells in 
the wall, allowing a good recovery of diameters 
after volume overload was interrupted. On the 
contrary, small"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 130,1,,,"CHIVA 1: Interruption of the proximal reflux 
source of the principal and optionally also the 
subsidiary recirculations."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 130,3,,,"CHIVA 2: Interruption of the N2  −  N3 jump 
without interruption of the N1 − N2 jump as a 
E. Mendoza"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 131,3,,,"125
first step in case of shunt type 3 (RET positive; 
see Sect. 3.8.9). Check up after some months, 
and if necessary interruption of the primary 
reflux point, if it has not become competent."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 131,3,,,"CHIVA 1 + 2: “Conservative, non-­haemodynamic 
procedure”
Simultaneous ligation of the primary and 
distal reflux sources with shunt type 3 instead 
of CHIVA 2 and later on second step. The 
result is"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 131,Unknown,,,"•	 Only 
flow 
from 
superficial 
to 
deep 
(N3 − N2 − N1)"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 131,Unknown,,N3 or N2 vein. The direction of flow,"•	 No volume overload in superficial leg veins
Sometimes, to achieve this result, blood will 
flow towards the food for a short segment in an 
N3 or N2 vein. The direction of flow plays not a 
big rol"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 131,Unknown,,,"CHIVA for GSV reflux. The common femoral 
vein is dilated in case of chronic venous insuffi-
ciency as compared to healthy individuals and 
reduces its calibre after surgery [6–8]. If the ret-
rograde"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 131,Unknown,,,"CHIVA strategy is to interrupt the recirculation 
circuit.
The simplest way to do this is to interrupt the 
first reflux source. This prevents the blood from 
flowing from a low N to a higher one. In "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 132,Unknown,,"ep vein, N1 | reflux into the GSV | N2  −  N3 at knee level into a reflux | N2 → N3. Flow","126
deep veins into the superficial system nor from 
the saphenous vein into the tributaries (see 
Fig. 6.1). In this way, not only the recirculation is 
interrupted, but volume overloading in the sup"
